associado_id,Frequency,Monetary,Recency,r_quartile,f_quartile,m_quartile,RFMScore,categoria
4396,469,4132.714999999984,0,1,1,1,111,Vip
3626,443,8190.233999999999,0,1,1,1,111,Vip
28015,311,137270.59000000008,0,1,1,1,111,Vip
3437,309,11112.967999999997,0,1,1,1,111,Vip
3420,293,7941.507,0,1,1,1,111,Vip
3264,263,8582.612000000001,0,1,1,1,111,Vip
4026,256,19704.359000000015,0,1,1,1,111,Vip
30606,253,9792.680999999997,0,1,1,1,111,Vip
9713,246,12508.631999999996,5,1,1,1,111,Vip
3486,238,15304.588000000003,0,1,1,1,111,Vip
6138,236,6010.7319999999945,1,1,1,1,111,Vip
5818,234,4517.508999999999,0,1,1,1,111,Vip
4173,221,7342.364999999999,0,1,1,1,111,Vip
11417,217,7964.397999999999,0,1,1,1,111,Vip
341,217,11319.449,20,2,1,1,211,Destaque
3265,213,2532.133000000001,0,1,1,1,111,Vip
3523,213,4231.6669999999995,0,1,1,1,111,Vip
5505,211,13245.858000000006,0,1,1,1,111,Vip
3296,209,21932.548999999988,0,1,1,1,111,Vip
6209,209,1786.2189999999998,0,1,1,1,111,Vip
3287,206,2717.4099999999985,0,1,1,1,111,Vip
1095,205,15499.506999999994,0,1,1,1,111,Vip
4496,200,4406.418999999998,1,1,1,1,111,Vip
19932,199,5974.135999999995,0,1,1,1,111,Vip
6336,198,6580.426999999998,0,1,1,1,111,Vip
501,198,7028.951,0,1,1,1,111,Vip
3058,197,11518.220000000001,0,1,1,1,111,Vip
1445,196,15951.492999999986,0,1,1,1,111,Vip
271,196,22079.214999999986,0,1,1,1,111,Vip
16364,190,4636.705999999997,0,1,1,1,111,Vip
1228,187,3470.8169999999996,0,1,1,1,111,Vip
4454,185,7602.872999999996,0,1,1,1,111,Vip
25813,184,2040.9789999999998,0,1,1,1,111,Vip
19,179,12241.707999999991,56,3,1,1,311,Distante Fiel Valioso
3622,177,5495.007999999996,0,1,1,1,111,Vip
20999,175,32439.318,0,1,1,1,111,Vip
460,174,7583.795999999998,1,1,1,1,111,Vip
5280,171,8246.855999999996,0,1,1,1,111,Vip
26414,170,3722.926999999997,0,1,1,1,111,Vip
5540,169,4144.227000000002,1,1,1,1,111,Vip
30230,169,44960.51099999998,0,1,1,1,111,Vip
5983,169,3466.985999999999,0,1,1,1,111,Vip
24589,168,16466.019,1,1,1,1,111,Vip
20340,168,24298.432000000015,0,1,1,1,111,Vip
1746,168,5552.4519999999975,0,1,1,1,111,Vip
3934,166,2424.6229999999987,0,1,1,1,111,Vip
1178,165,5063.958999999996,0,1,1,1,111,Vip
31296,165,9846.123000000003,0,1,1,1,111,Vip
3449,164,4515.232000000001,1,1,1,1,111,Vip
664,163,3014.194000000001,0,1,1,1,111,Vip
32672,162,14124.764999999998,0,1,1,1,111,Vip
19752,162,4614.674,0,1,1,1,111,Vip
7903,161,5875.613999999998,1,1,1,1,111,Vip
3333,161,6103.932,0,1,1,1,111,Vip
250,161,3905.4289999999974,0,1,1,1,111,Vip
2992,160,7777.286,0,1,1,1,111,Vip
19177,160,6265.879999999995,0,1,1,1,111,Vip
4160,159,6731.164999999995,1,1,1,1,111,Vip
20136,159,28527.619000000017,1,1,1,1,111,Vip
5118,159,3065.5799999999986,1,1,1,1,111,Vip
267,159,5319.055999999999,0,1,1,1,111,Vip
10265,154,5906.916999999998,0,1,1,1,111,Vip
3774,153,2941.1949999999993,0,1,1,1,111,Vip
584,153,23738.93100000001,1,1,1,1,111,Vip
19941,153,6566.509000000001,0,1,1,1,111,Vip
2032,153,1678.407000000001,0,1,1,1,111,Vip
3574,151,2800.7229999999986,0,1,1,1,111,Vip
242,151,3547.7199999999993,0,1,1,1,111,Vip
518,151,2485.046,0,1,1,1,111,Vip
3253,150,4672.842,4,1,1,1,111,Vip
685,149,3053.491000000001,0,1,1,1,111,Vip
6956,149,3043.1219999999994,0,1,1,1,111,Vip
363,148,6103.443000000001,20,2,1,1,211,Destaque
940,147,2787.901,3,1,1,1,111,Vip
5276,147,3940.9890000000014,3,1,1,1,111,Vip
25117,146,1930.4710000000011,1,1,1,1,111,Vip
6367,145,3479.5150000000017,0,1,1,1,111,Vip
3818,145,5753.299999999998,0,1,1,1,111,Vip
1693,144,1033.5450000000003,0,1,1,1,111,Vip
72,144,14841.15000000001,113,4,1,1,411,Distante Fiel Valioso
32592,142,20151.808,0,1,1,1,111,Vip
3808,142,4640.320999999995,0,1,1,1,111,Vip
11280,142,5442.419999999999,1,1,1,1,111,Vip
1625,142,9790.672,0,1,1,1,111,Vip
9647,141,3922.8239999999996,0,1,1,1,111,Vip
4584,141,47602.34099999998,1,1,1,1,111,Vip
1277,140,2104.592,4,1,1,1,111,Vip
11356,140,10129.175000000005,1,1,1,1,111,Vip
3983,140,7673.341,0,1,1,1,111,Vip
1506,140,2309.0319999999983,2,1,1,1,111,Vip
3236,140,39305.08099999998,0,1,1,1,111,Vip
3583,139,7308.234000000002,0,1,1,1,111,Vip
1877,139,7644.123999999998,0,1,1,1,111,Vip
25560,138,3731.3210000000004,0,1,1,1,111,Vip
4215,137,4909.493,0,1,1,1,111,Vip
30993,137,6077.781000000002,0,1,1,1,111,Vip
283,137,5426.668,4,1,1,1,111,Vip
10662,137,1704.469000000001,1,1,1,1,111,Vip
9760,136,11509.422999999999,0,1,1,1,111,Vip
3850,136,3677.267,0,1,1,1,111,Vip
166,136,6347.873999999993,0,1,1,1,111,Vip
14576,136,6796.044999999998,0,1,1,1,111,Vip
2336,135,3257.0739999999987,1,1,1,1,111,Vip
10541,135,3872.7459999999983,1,1,1,1,111,Vip
24848,135,22468.984,2,1,1,1,111,Vip
8745,135,2959.961,0,1,1,1,111,Vip
232,134,2312.4390000000008,0,1,1,1,111,Vip
1667,134,12516.140999999994,0,1,1,1,111,Vip
9454,133,4797.6010000000015,3,1,1,1,111,Vip
223,133,1857.805,6,1,1,1,111,Vip
19329,133,6619.014,0,1,1,1,111,Vip
925,133,408.32000000000005,0,1,1,2,112,Destaque
4401,133,5273.703999999997,0,1,1,1,111,Vip
224,133,3939.9379999999983,26,3,1,1,311,Distante Fiel Valioso
1521,132,4703.891999999999,0,1,1,1,111,Vip
236,131,11153.903000000008,3,1,1,1,111,Vip
3602,130,3197.9909999999995,0,1,1,1,111,Vip
3734,130,12919.330999999998,0,1,1,1,111,Vip
4758,130,5427.531000000002,3,1,1,1,111,Vip
31752,130,1128.9199999999998,0,1,1,1,111,Vip
1011,129,12872.009999999993,2,1,1,1,111,Vip
3899,129,2736.2650000000003,0,1,1,1,111,Vip
57158,129,5782.238,0,1,1,1,111,Vip
10909,129,10253.509000000002,1,1,1,1,111,Vip
251,129,1520.1360000000006,1,1,1,1,111,Vip
24630,127,14084.399000000001,0,1,1,1,111,Vip
902,126,8533.146000000002,0,1,1,1,111,Vip
25449,126,1461.9499999999996,3,1,1,1,111,Vip
10329,126,19911.691999999995,1,1,1,1,111,Vip
1526,124,7386.294000000004,0,1,1,1,111,Vip
8132,124,6410.366,0,1,1,1,111,Vip
743,124,7628.743999999999,3,1,1,1,111,Vip
171,124,3095.274999999999,7,2,1,1,211,Destaque
19222,123,2522.102,1,1,1,1,111,Vip
18007,123,4882.464999999998,0,1,1,1,111,Vip
28338,123,4577.009999999998,1,1,1,1,111,Vip
9093,123,4601.7609999999995,3,1,1,1,111,Vip
3077,122,2743.0090000000014,4,1,1,1,111,Vip
25537,122,7281.32499999999,0,1,1,1,111,Vip
28328,122,2641.4779999999996,2,1,1,1,111,Vip
989,122,919.0399999999996,84,4,1,1,411,Distante Fiel Valioso
19882,121,2758.153999999999,0,1,1,1,111,Vip
13909,121,12501.88999999999,0,1,1,1,111,Vip
22408,121,2998.633999999999,0,1,1,1,111,Vip
11283,121,4697.947999999999,0,1,1,1,111,Vip
7547,121,5329.820000000001,1,1,1,1,111,Vip
28740,120,18256.507999999983,0,1,1,1,111,Vip
879,119,2249.124,2,1,1,1,111,Vip
219,119,11329.376999999997,4,1,1,1,111,Vip
9352,119,3600.4690000000014,4,1,1,1,111,Vip
5364,119,2997.844999999999,1,1,1,1,111,Vip
5892,118,4427.920000000001,3,1,1,1,111,Vip
25870,118,7697.964999999997,1,1,1,1,111,Vip
41631,118,2940.3869999999993,2,1,1,1,111,Vip
991,118,5669.5120000000015,2,1,1,1,111,Vip
6651,118,1036.2799999999997,0,1,1,1,111,Vip
1902,117,5597.7549999999965,0,1,1,1,111,Vip
6012,117,3742.6860000000006,0,1,1,1,111,Vip
1626,117,10584.081999999997,0,1,1,1,111,Vip
4180,117,2853.5080000000003,0,1,1,1,111,Vip
19879,117,6439.059000000001,0,1,1,1,111,Vip
19161,116,3726.511,0,1,1,1,111,Vip
27933,116,5058.673999999997,0,1,1,1,111,Vip
3936,116,3123.812,0,1,1,1,111,Vip
30308,116,3482.851999999999,0,1,1,1,111,Vip
20332,116,2385.0810000000006,0,1,1,1,111,Vip
15001,115,5048.3240000000005,0,1,1,1,111,Vip
6251,115,3641.2180000000003,1,1,1,1,111,Vip
18862,115,12871.237999999998,4,1,1,1,111,Vip
3524,115,3993.569999999999,0,1,1,1,111,Vip
218,115,2443.4339999999993,3,1,1,1,111,Vip
1012,115,3629.066000000001,0,1,1,1,111,Vip
255,115,2445.7320000000004,0,1,1,1,111,Vip
4808,115,4872.7429999999995,1,1,1,1,111,Vip
3073,114,1593.652,3,1,1,1,111,Vip
19076,114,5943.934000000001,0,1,1,1,111,Vip
3881,113,3660.027999999998,1,1,1,1,111,Vip
4888,113,6384.636999999998,0,1,1,1,111,Vip
8553,113,3091.105999999998,2,1,1,1,111,Vip
1019,113,7399.140999999997,0,1,1,1,111,Vip
5918,113,4190.316000000001,0,1,1,1,111,Vip
1488,113,7794.125999999998,0,1,1,1,111,Vip
9677,113,17070.123999999993,1,1,1,1,111,Vip
9463,113,2041.231,1,1,1,1,111,Vip
1522,113,2686.6320000000005,1,1,1,1,111,Vip
3382,113,3557.560000000001,1,1,1,1,111,Vip
4431,113,7676.446999999997,1,1,1,1,111,Vip
19127,113,3242.9729999999986,5,1,1,1,111,Vip
381,112,5257.016999999999,0,1,1,1,111,Vip
27348,112,2805.7519999999995,0,1,1,1,111,Vip
217,112,2781.956,0,1,1,1,111,Vip
18307,112,3203.164,0,1,1,1,111,Vip
12376,112,3593.776000000001,0,1,1,1,111,Vip
18948,112,7755.057000000002,0,1,1,1,111,Vip
19921,112,4247.986,2,1,1,1,111,Vip
3441,112,2086.259,0,1,1,1,111,Vip
1638,111,4252.998,0,1,1,1,111,Vip
10800,111,2674.1890000000003,0,1,1,1,111,Vip
2704,111,8077.850999999999,5,1,1,1,111,Vip
2999,111,10812.98,4,1,1,1,111,Vip
2952,111,2094.7450000000013,0,1,1,1,111,Vip
10548,111,4926.905999999997,3,1,1,1,111,Vip
36526,111,9674.717999999993,0,1,1,1,111,Vip
18646,110,7829.165999999998,12,2,1,1,211,Destaque
8353,110,8093.074,0,1,1,1,111,Vip
25976,110,4965.087999999995,0,1,1,1,111,Vip
7531,110,6154.0409999999965,0,1,1,1,111,Vip
2333,110,1763.8150000000003,0,1,1,1,111,Vip
373,110,7295.904999999999,3,1,1,1,111,Vip
18982,110,6225.260999999997,0,1,1,1,111,Vip
2981,110,6286.991999999998,1,1,1,1,111,Vip
29434,109,2701.570999999999,0,1,1,1,111,Vip
9932,109,4335.688999999999,0,1,1,1,111,Vip
27733,109,3254.140000000001,2,1,1,1,111,Vip
3379,109,3663.2499999999986,0,1,1,1,111,Vip
31844,109,3178.7520000000018,0,1,1,1,111,Vip
6175,109,3239.119999999999,0,1,1,1,111,Vip
25589,108,2316.94,0,1,1,1,111,Vip
2347,108,5099.616999999998,0,1,1,1,111,Vip
4443,108,4422.521,0,1,1,1,111,Vip
3323,108,4577.641,0,1,1,1,111,Vip
5339,108,2877.9799999999996,0,1,1,1,111,Vip
20375,108,9466.288000000002,1,1,1,1,111,Vip
23312,108,1819.6960000000001,1,1,1,1,111,Vip
3368,108,2205.9820000000004,0,1,1,1,111,Vip
3801,108,3201.3259999999996,0,1,1,1,111,Vip
4185,108,5551.713999999996,1,1,1,1,111,Vip
3561,108,4475.804999999999,4,1,1,1,111,Vip
9407,107,16118.792999999994,0,1,1,1,111,Vip
2776,107,6994.539,4,1,1,1,111,Vip
25894,107,10450.963,0,1,1,1,111,Vip
19689,107,4647.603999999998,2,1,1,1,111,Vip
18617,107,9659.168000000001,1,1,1,1,111,Vip
5706,107,2081.1130000000003,0,1,1,1,111,Vip
24498,106,3180.3499999999995,0,1,1,1,111,Vip
4299,106,2136.492,1,1,1,1,111,Vip
4117,106,8495.041999999998,0,1,1,1,111,Vip
28774,106,4905.921000000001,0,1,1,1,111,Vip
6675,106,3729.6349999999998,1,1,1,1,111,Vip
8192,106,2238.540000000001,4,1,1,1,111,Vip
11286,105,3497.7159999999994,1,1,1,1,111,Vip
3284,105,2122.9089999999997,2,1,1,1,111,Vip
35479,105,2510.0310000000004,0,1,1,1,111,Vip
515,105,3168.782000000001,5,1,1,1,111,Vip
274,105,4448.129,1,1,1,1,111,Vip
25514,105,3034.704000000002,0,1,1,1,111,Vip
3375,105,5872.42,5,1,1,1,111,Vip
3258,105,1645.443000000001,0,1,1,1,111,Vip
5420,104,3813.671999999999,0,1,1,1,111,Vip
26470,104,6615.347999999997,10,2,1,1,211,Destaque
29075,104,13292.278999999997,0,1,1,1,111,Vip
5049,104,3326.681000000001,0,1,1,1,111,Vip
39983,104,2284.9560000000006,2,1,1,1,111,Vip
19443,104,3499.9589999999994,0,1,1,1,111,Vip
33162,104,4518.1669999999995,1,1,1,1,111,Vip
8957,103,8366.093,1,1,1,1,111,Vip
4706,103,2020.5170000000007,0,1,1,1,111,Vip
9715,103,2462.211000000001,0,1,1,1,111,Vip
26937,103,2399.171,1,1,1,1,111,Vip
18968,103,4606.547999999999,0,1,1,1,111,Vip
3169,103,4857.196999999997,0,1,1,1,111,Vip
7752,103,1095.2380000000003,5,1,1,1,111,Vip
1614,103,2943.087,4,1,1,1,111,Vip
2474,103,3443.4619999999995,0,1,1,1,111,Vip
2120,102,6206.991999999999,0,1,1,1,111,Vip
221,102,2246.547000000001,0,1,1,1,111,Vip
5106,102,3840.012999999998,1,1,1,1,111,Vip
7813,102,4275.844,0,1,1,1,111,Vip
20063,102,2250.744,4,1,1,1,111,Vip
10927,102,3503.991000000001,0,1,1,1,111,Vip
18356,101,4634.651999999999,0,1,1,1,111,Vip
2794,101,1703.7099999999996,0,1,1,1,111,Vip
2803,101,2241.8059999999996,2,1,1,1,111,Vip
16745,101,2856.5980000000013,11,2,1,1,211,Destaque
13884,100,1442.3239999999998,0,1,1,1,111,Vip
1769,100,3027.416999999999,1,1,1,1,111,Vip
5432,100,3126.8989999999985,0,1,1,1,111,Vip
4533,100,2493.4739999999997,0,1,1,1,111,Vip
3081,100,4806.062000000001,2,1,1,1,111,Vip
14758,100,5354.901000000003,4,1,1,1,111,Vip
3764,100,3809.288,1,1,1,1,111,Vip
639,100,2605.5699999999993,17,2,1,1,211,Destaque
4815,100,4005.5900000000015,0,1,1,1,111,Vip
8735,100,5201.222000000002,0,1,1,1,111,Vip
19307,100,3196.827,0,1,1,1,111,Vip
198,100,7261.527999999999,1,1,1,1,111,Vip
18593,99,2957.2580000000007,0,1,1,1,111,Vip
200,99,4706.673,3,1,1,1,111,Vip
1466,99,2037.1620000000003,0,1,1,1,111,Vip
2734,99,6463.044000000001,0,1,1,1,111,Vip
42262,99,1739.842,0,1,1,1,111,Vip
2813,98,19432.496000000003,0,1,1,1,111,Vip
14982,98,2263.508,1,1,1,1,111,Vip
20055,98,10431.01499999999,1,1,1,1,111,Vip
9711,98,990.918,1,1,1,1,111,Vip
4449,98,2914.265,0,1,1,1,111,Vip
1757,98,2728.737,0,1,1,1,111,Vip
44082,98,1793.622,0,1,1,1,111,Vip
21150,98,3119.2690000000016,2,1,1,1,111,Vip
3690,98,1523.1570000000004,2,1,1,1,111,Vip
19265,98,3604.2779999999993,4,1,1,1,111,Vip
34673,98,1140.2199999999998,3,1,1,1,111,Vip
23175,98,3077.2260000000015,0,1,1,1,111,Vip
248,97,2406.8279999999995,0,1,1,1,111,Vip
779,97,5446.261999999999,2,1,1,1,111,Vip
3256,97,3017.895999999999,13,2,1,1,211,Destaque
18966,97,2550.626999999999,2,1,1,1,111,Vip
32603,97,3293.3830000000003,0,1,1,1,111,Vip
6788,97,13060.243000000002,2,1,1,1,111,Vip
22791,96,3341.0829999999996,2,1,1,1,111,Vip
16689,96,2870.981999999999,0,1,1,1,111,Vip
3940,96,3908.232000000001,2,1,1,1,111,Vip
5614,96,4379.053999999999,2,1,1,1,111,Vip
1740,96,2722.028000000001,1,1,1,1,111,Vip
11384,96,6270.700000000002,1,1,1,1,111,Vip
8284,96,1516.5830000000005,2,1,1,1,111,Vip
4643,96,3581.6389999999997,1,1,1,1,111,Vip
1788,96,6831.451999999997,0,1,1,1,111,Vip
1297,96,3068.650000000001,2,1,1,1,111,Vip
25636,95,1486.16,0,1,1,1,111,Vip
1144,95,9373.938000000002,2,1,1,1,111,Vip
3692,95,2997.3859999999995,0,1,1,1,111,Vip
7617,95,3002.0869999999995,3,1,1,1,111,Vip
27514,95,2601.548999999999,0,1,1,1,111,Vip
34277,95,3536.0879999999997,2,1,1,1,111,Vip
14389,95,3081.719999999999,0,1,1,1,111,Vip
14036,95,8493.753,0,1,1,1,111,Vip
29979,94,1429.8200000000002,0,1,1,1,111,Vip
3681,94,3020.9550000000004,0,1,1,1,111,Vip
19113,94,1558.4749999999997,0,1,1,1,111,Vip
3184,94,8634.290999999997,3,1,1,1,111,Vip
225,94,1887.4790000000005,0,1,1,1,111,Vip
17085,94,8676.302000000003,2,1,1,1,111,Vip
170,94,3786.7519999999995,0,1,1,1,111,Vip
18915,94,3881.211000000001,0,1,1,1,111,Vip
638,94,12764.365000000007,1,1,1,1,111,Vip
25812,94,4313.635,3,1,1,1,111,Vip
8068,93,588.7800000000002,0,1,1,1,111,Vip
1170,93,3240.047000000001,2,1,1,1,111,Vip
10607,93,1937.17,0,1,1,1,111,Vip
18890,93,18005.11,0,1,1,1,111,Vip
6067,93,2271.3140000000008,0,1,1,1,111,Vip
3285,92,4757.139999999999,0,1,1,1,111,Vip
9698,92,5863.016999999999,4,1,1,1,111,Vip
10905,92,5278.313999999999,0,1,1,1,111,Vip
362,92,3141.675999999999,1,1,1,1,111,Vip
32428,92,2758.4699999999993,4,1,1,1,111,Vip
4697,92,3645.653,2,1,1,1,111,Vip
551,92,17538.508000000005,0,1,1,1,111,Vip
542,92,1729.7449999999997,1,1,1,1,111,Vip
273,92,3040.5180000000005,0,1,1,1,111,Vip
210,92,1876.687,0,1,1,1,111,Vip
25668,92,13655.094999999998,71,4,1,1,411,Distante Fiel Valioso
5766,92,2859.2509999999993,0,1,1,1,111,Vip
15676,92,3676.207,0,1,1,1,111,Vip
4733,92,4088.506,1,1,1,1,111,Vip
8104,92,2298.1299999999987,2,1,1,1,111,Vip
25421,92,2413.233,0,1,1,1,111,Vip
3371,92,1331.8270000000007,60,4,1,1,411,Distante Fiel Valioso
7124,92,1651.2619999999997,0,1,1,1,111,Vip
3820,91,1945.3150000000003,0,1,1,1,111,Vip
19139,91,4325.660999999998,1,1,1,1,111,Vip
4833,91,4501.867,1,1,1,1,111,Vip
4208,91,3913.7389999999996,0,1,1,1,111,Vip
24322,91,1182.6519999999998,0,1,1,1,111,Vip
27097,91,5895.024000000001,2,1,1,1,111,Vip
2506,91,4619.889999999999,0,1,1,1,111,Vip
8696,91,6894.581000000002,0,1,1,1,111,Vip
8450,91,2956.015999999999,2,1,1,1,111,Vip
18329,91,9253.480999999996,0,1,1,1,111,Vip
9820,91,2246.3649999999993,3,1,1,1,111,Vip
2377,91,11655.680999999995,1,1,1,1,111,Vip
3673,91,2029.6509999999996,8,2,1,1,211,Destaque
35515,91,2773.710000000001,3,1,1,1,111,Vip
19230,91,3951.348999999998,4,1,1,1,111,Vip
6344,91,3567.2690000000002,0,1,1,1,111,Vip
3108,90,4135.860999999999,0,1,1,1,111,Vip
8391,90,2633.687,1,1,1,1,111,Vip
5403,90,2678.1400000000017,0,1,1,1,111,Vip
9739,90,3064.0719999999997,0,1,1,1,111,Vip
1859,90,7285.789999999998,1,1,1,1,111,Vip
18707,90,2188.8320000000012,5,1,1,1,111,Vip
4390,90,2695.2290000000003,7,2,1,1,211,Destaque
9528,90,6452.002000000002,4,1,1,1,111,Vip
19444,90,2769.578999999999,0,1,1,1,111,Vip
683,90,12411.232,4,1,1,1,111,Vip
16568,90,18673.989999999998,0,1,1,1,111,Vip
18784,90,1746.7160000000003,5,1,1,1,111,Vip
17726,90,3311.317999999999,0,1,1,1,111,Vip
20527,90,5310.159,1,1,1,1,111,Vip
9942,90,2218.2890000000007,0,1,1,1,111,Vip
29123,90,4472.115999999997,0,1,1,1,111,Vip
760,89,3223.362,0,1,1,1,111,Vip
5978,89,2176.6740000000004,2,1,1,1,111,Vip
19950,89,2800.4100000000008,4,1,1,1,111,Vip
3330,89,4826.606999999999,1,1,1,1,111,Vip
27126,89,9320.34,5,1,1,1,111,Vip
15172,89,9999.533999999996,0,1,1,1,111,Vip
25900,89,3848.32,6,1,1,1,111,Vip
30033,89,4935.8369999999995,11,2,1,1,211,Destaque
5608,89,1684.4399999999996,0,1,1,1,111,Vip
3762,89,1253.4660000000001,0,1,1,1,111,Vip
18004,89,2464.7170000000015,1,1,1,1,111,Vip
29956,89,3111.333,0,1,1,1,111,Vip
27809,89,2553.237,0,1,1,1,111,Vip
2259,89,7041.804000000001,3,1,1,1,111,Vip
20967,89,1932.3799999999999,0,1,1,1,111,Vip
25422,89,2265.675,0,1,1,1,111,Vip
6255,89,3762.331,0,1,1,1,111,Vip
4779,88,2084.3299999999995,2,1,1,1,111,Vip
13723,88,2658.6400000000003,0,1,1,1,111,Vip
21203,88,1441.8349999999998,1,1,1,1,111,Vip
862,88,732.0350000000002,1,1,1,1,111,Vip
7233,88,1500.5600000000006,0,1,1,1,111,Vip
5951,88,3056.864,0,1,1,1,111,Vip
7581,88,2790.638,0,1,1,1,111,Vip
8301,88,2899.423999999999,2,1,1,1,111,Vip
3698,88,908.34,0,1,1,1,111,Vip
19358,88,3853.432,0,1,1,1,111,Vip
21007,88,2308.4110000000005,0,1,1,1,111,Vip
3487,88,2049.264,1,1,1,1,111,Vip
8525,87,2672.4329999999995,0,1,1,1,111,Vip
19774,87,2394.836,1,1,1,1,111,Vip
27541,87,2428.069,3,1,1,1,111,Vip
17628,87,2373.4179999999997,0,1,1,1,111,Vip
5431,87,9145.405999999995,1,1,1,1,111,Vip
25242,87,5623.9,0,1,1,1,111,Vip
27273,87,4780.426999999997,2,1,1,1,111,Vip
6092,86,2685.8099999999995,1,1,1,1,111,Vip
57659,86,3181.8089999999997,0,1,1,1,111,Vip
9326,86,1554.2309999999998,0,1,1,1,111,Vip
3251,86,1602.6930000000002,8,2,1,1,211,Destaque
2761,86,723.3500000000005,0,1,1,1,111,Vip
8878,86,4247.073000000001,0,1,1,1,111,Vip
1880,86,3421.5420000000004,1,1,1,1,111,Vip
6169,86,2005.9030000000005,4,1,1,1,111,Vip
18515,86,2182.2239999999993,11,2,1,1,211,Destaque
29453,86,3199.955,0,1,1,1,111,Vip
30812,86,6195.491999999998,1,1,1,1,111,Vip
16248,86,2343.652,53,3,1,1,311,Distante Fiel Valioso
26524,86,2966.0239999999994,0,1,1,1,111,Vip
19579,86,11254.248999999998,1,1,1,1,111,Vip
18296,86,3298.133999999999,1,1,1,1,111,Vip
1432,86,5443.02,0,1,1,1,111,Vip
12534,86,1755.2039999999993,0,1,1,1,111,Vip
4276,86,2177.5750000000003,0,1,1,1,111,Vip
855,85,2550.781,20,2,1,1,211,Destaque
14837,85,815.1600000000001,1,1,1,1,111,Vip
277,85,1686.091000000001,0,1,1,1,111,Vip
12131,85,2799.4030000000007,0,1,1,1,111,Vip
1137,85,1535.1010000000003,0,1,1,1,111,Vip
25836,85,2105.474000000002,0,1,1,1,111,Vip
4483,85,9015.201999999997,0,1,1,1,111,Vip
29173,85,2581.0029999999997,1,1,1,1,111,Vip
6595,85,2795.9359999999997,3,1,1,1,111,Vip
4082,85,2368.355999999999,3,1,1,1,111,Vip
4367,85,2528.788000000001,2,1,1,1,111,Vip
41837,85,5201.594,1,1,1,1,111,Vip
14830,85,2082.8,2,1,1,1,111,Vip
19111,85,18897.640999999996,3,1,1,1,111,Vip
9069,85,2015.1989999999996,0,1,1,1,111,Vip
30241,85,2633.9170000000004,0,1,1,1,111,Vip
3208,85,1181.4840000000006,0,1,1,1,111,Vip
9504,85,3382.047,0,1,1,1,111,Vip
4413,85,5374.52,2,1,1,1,111,Vip
6908,85,2093.5860000000002,0,1,1,1,111,Vip
13533,85,2011.473,0,1,1,1,111,Vip
15186,85,3900.318000000001,0,1,1,1,111,Vip
18263,84,6398.755000000002,0,1,1,1,111,Vip
23274,84,6734.3780000000015,1,1,1,1,111,Vip
14987,84,3293.8320000000003,0,1,1,1,111,Vip
10326,84,4689.148999999999,5,1,1,1,111,Vip
3300,84,2307.8050000000003,1,1,1,1,111,Vip
25041,84,3888.788,1,1,1,1,111,Vip
2758,84,3030.5600000000013,1,1,1,1,111,Vip
11906,84,2076.3070000000002,1,1,1,1,111,Vip
4650,84,2925.882,0,1,1,1,111,Vip
25162,84,11713.955,3,1,1,1,111,Vip
5160,83,3115.4619999999986,0,1,1,1,111,Vip
1327,83,3454.929999999999,6,1,1,1,111,Vip
14678,83,2469.2360000000003,2,1,1,1,111,Vip
1400,83,10044.981000000002,3,1,1,1,111,Vip
3232,83,7982.849999999998,4,1,1,1,111,Vip
207,83,3652.7390000000005,0,1,1,1,111,Vip
12278,83,3372.631999999999,0,1,1,1,111,Vip
1196,83,4315.469999999999,0,1,1,1,111,Vip
11132,83,2664.1150000000002,4,1,1,1,111,Vip
13246,83,2792.9690000000014,0,1,1,1,111,Vip
18335,83,2714.2,0,1,1,1,111,Vip
20266,83,2852.1659999999997,3,1,1,1,111,Vip
23646,83,3483.74,3,1,1,1,111,Vip
10178,83,1433.8709999999999,0,1,1,1,111,Vip
34824,83,1031.1689999999999,0,1,1,1,111,Vip
25161,83,4905.163,0,1,1,1,111,Vip
18673,83,2970.243,0,1,1,1,111,Vip
10792,83,5302.333000000001,1,1,1,1,111,Vip
20752,82,2032.204,0,1,1,1,111,Vip
6737,82,4596.115000000001,0,1,1,1,111,Vip
20084,82,1198.033,14,2,1,1,211,Destaque
9781,82,3428.2559999999994,0,1,1,1,111,Vip
23561,82,2162.8810000000003,5,1,1,1,111,Vip
3653,82,7228.280000000001,2,1,1,1,111,Vip
15620,82,5986.177999999996,0,1,1,1,111,Vip
9712,82,1827.4879999999994,0,1,1,1,111,Vip
19277,82,4874.224999999998,0,1,1,1,111,Vip
3266,82,3066.324,0,1,1,1,111,Vip
13410,82,1160.3319999999997,3,1,1,1,111,Vip
37326,81,2906.239999999998,0,1,1,1,111,Vip
857,81,4157.143000000001,8,2,1,1,211,Destaque
10050,81,2408.4069999999997,1,1,1,1,111,Vip
5664,81,4621.361000000001,0,1,1,1,111,Vip
8664,81,2151.3500000000004,0,1,1,1,111,Vip
1386,81,6032.936,2,1,1,1,111,Vip
6526,81,1665.9989999999993,6,1,1,1,111,Vip
29125,81,3255.092,0,1,1,1,111,Vip
5050,81,4588.345,0,1,1,1,111,Vip
27033,81,3509.5360000000014,3,1,1,1,111,Vip
34163,81,2301.924,2,1,1,1,111,Vip
1337,81,2792.7090000000003,1,1,1,1,111,Vip
613,81,11136.906000000003,3,1,1,1,111,Vip
3834,81,1182.9809999999995,0,1,1,1,111,Vip
20720,81,4373.759999999999,2,1,1,1,111,Vip
